"DoctorID","Doctor"
"29988","Paula Berry"
"29989","Karen Palmer"
"29990","Oscar Clark"
"29991","Mark Robinson"
"29992","Angela Best"
"29993","Sarah Pratt"
"29994","Kathleen Blair"
"29995","Ashley Chambers"
"29996","Amy Hoover"
"29997","Rachel Obrien"
"29998","Nathan Boyer"
"29999","Kimberly Carroll"
"30000","Brian Wilkins"
"30001","Sarah Miller"
"30002","Shannon Martin"
"30003","Greg Herring"
"30004","Erin Richardson"
"30005","Jose Ramsey"
"30006","Teresa Adams"
"30007","Morgan Murray"
"30008","Matthew Gonzales"
"30009","Todd Li"
"30010","Paul Mcguire"
"30011","Alexa King"
"30012","Benjamin Palmer"
"30013","Aaron Williams"
"30014","Anthony Thomas"
"30015","Timothy Graves"
"30016","Donald Adkins"
"30017","Paul Hernandez"
"30018","Austin Kelly"
"30019","Jack Shaw"
"30020","Samantha Morris"
"30021","Andrew Boyd"
"30022","Linda Sanders"
"30023","Misty Austin"
"30024","Alyssa Dyer"
"30025","Melissa Silva"
"30026","Brooke Simmons"
"30027","Andrew Martinez"
"30028","Brian Webster"
"30029","Bianca Sanchez"
"30030","Tara Morales"
"30031","John Moss"
"30032","Amanda Gross"
"30033","Emily Burns"
"30034","Paige Ellis"
"30035","Cynthia Rodriguez"
"30036","Krystal Jackson"
"30037","John Atkinson"
"30038","Nancy Mcbride"
"30039","Carrie Perez"
"30040","Leslie Hall"
"30041","Amy Leonard"
"30042","Maria Nichols"
"30043","Diane Barnes"
"30044","Destiny Reid"
"30045","James Lee"
"30046","Kyle Wright"
"30047","Lisa Adams"
"30048","Traci Perez"
"30049","George Kerr"
"30050","John Davis"
"30051","Richard Ward"
"30052","Christina Adams"
"30053","Eric Lawson"
"30054","Caleb Mccoy"
"30055","Charlotte Bray"
"30056","Dr. James Jones"
"30057","Michael Thomas"
"30058","Stephen Evans"
"30059","Eddie Cooper"
"30060","Pamela Watson"
"30061","Sandra Davis"
"30062","Charles Pennington"
"30063","Phyllis Lee"
"30064","Amy Orozco"
"30065","Kirk Olson"
"30066","Jessica Reyes"
"30067","Jenny Brown"
"30068","Danny Sanford"
"30069","Kayla Armstrong"
"30070","Carolyn Navarro"
"30071","Robin Lee"
"30072","Erin Ferrell"
"30073","Sharon Waters"
"30074","Autumn Jennings"
"30075","Robert Taylor"
"30076","Jorge Harrison"
"30077","Anna Espinoza"
"30078","James Perez"
"30079","Todd Case"
"30080","Robert Warren II"
"30081","Christopher Davis"
"30082","Jeffrey Garner"
"30083","Robin Cross"
"30084","Jordan Hill"
"30085","Michelle Fernandez"
"30086","Nancy Mclean"
"30087","Christine Patel"
"30088","Patrick Gomez"
"30089","Karen Lopez"
"30090","Traci Jones"
"30091","Heather Tate"
"30092","Sandra Johnson"
"30093","Jesus Jackson"
"30094","Kim Dunn"
"30095","Jennifer Huber"
"30096","Kevin Mcclain"
"30097","Victoria Peterson"
"30098","Daniel Smith"
"30099","Thomas Williams"
"30100","Chad Gomez"
"30101","Duane Walker"
"30102","Joseph Nolan"
"30103","Kristin Johnson"
"30104","Matthew Clarke"
"30105","Curtis Lopez"
"30106","Kenneth Shepard"
"30107","Mr. Zachary Graves"
"30108","Jennifer Chapman"
"30109","Meghan Huber"
"30110","Adam Ray"
"30111","Kristi Wilson"
"30112","Deborah Moore"
"30113","Johnny Turner"
"30114","Courtney Ballard"
"30115","Cynthia Perkins"
"30116","Heather Howard"
"30117","Ana Bradley"
"30118","Vanessa Martinez"
"30119","Brian Alexander"
"30120","Isaac Kent"
"30121","Alexis Thomas"
"30122","James Meyer"
"30123","Brooke Calhoun"
"30124","Melissa Gutierrez DVM"
"30125","Frank Cantu"
"30126","Michael Sanchez"
"30127","Timothy Martin"
"30128","Desiree Myers"
"30129","Shannon Glover"
"30130","Glenn Jordan"
"30131","James Miranda"
"30132","Kenneth Bowen"
"30133","Brenda Mckee"
"30134","Julie Holden"
"30135","David Bell"
"30136","Donna Palmer"
"30137","Michelle Arnold"
"30138","Miranda Logan"
"30139","Frank Carlson"
"30140","David Davenport"
"30141","Troy Beck"
"30142","Robert Sims"
"30143","Theresa Silva"
"30144","Cory Pratt"
"30145","Johnathan Smith"
"30146","Carrie Gordon"
"30147","Mark Ali"
"30148","Omar Sanchez"
"30149","Nichole Sanford"
"30150","Brenda Cruz"
"30151","David Leach"
"30152","Daniel Gonzalez"
"30153","Charles Mathews"
"30154","Timothy Smith"
"30155","James Pineda"
"30156","Daniel Wood"
"30157","David Cuevas"
"30158","Kevin Walker"
"30159","Christine Gibson"
"30160","Colin Holloway"
"30161","Laura Davis"
"30162","Ronnie Baker"
"30163","Dylan White"
"30164","Christopher Gonzales"
"30165","Melissa Stark"
"30166","Travis Craig"
"30167","Leslie Bailey"
"30168","John Murray"
"30169","Steven Jordan"
"30170","Shelby Charles"
"30171","Matthew Rose"
"30172","Ryan Dawson"
"30173","Colleen Myers"
"30174","Ryan Moss"
"30175","Kayla Mccall"
"30176","Ricardo Thompson"
"30177","Sandra Hughes"
"30178","Timothy Zamora"
"30179","Nicole Black"
"30180","Zachary Horn"
"30181","Elizabeth Sanchez"
"30182","Melanie Williams"
"30183","Steven Sloan"
"30184","Zachary Gonzales"
"30185","Parker Martin"
"30186","Janice Patterson"
"30187","Rachel Gaines"
"30188","Lindsay Carr"
"30189","Karina Woods"
"30190","Jeffrey Smith"
"30191","Shannon Yang"
"30192","Kimberly Mason"
"30193","Mark Fleming"
"30194","Sandra Howell"
"30195","Allison Griffin"
"30196","Christine Arroyo"
"30197","Trevor Garcia"
"30198","Elizabeth Tucker"
"30199","Dylan Huerta"
"30200","James Johnson"
"30201","Nicole Lawrence"
"30202","Sean Hensley"
"30203","Jamie Chandler"
"30204","David Smith"
"30205","Elizabeth Gonzalez"
"30206","Vicki Bush"
"30207","Marisa Cochran"
"30208","Phillip Ward"
"30209","Ethan Hawkins"
"30210","Tiffany Clark"
"30211","Edward Escobar"
"30212","Craig Green"
"30213","Anthony Cunningham"
"30214","Benjamin Green"
"30215","William Haney"
"30216","Lawrence Holmes"
"30217","Ryan Patterson"
"30218","Sheri Galvan"
"30219","Mary Perez"
"30220","Jacob Sanchez"
"30221","Luis Johnson"
"30222","Anthony Johnson"
"30223","Sean Nguyen"
"30224","Kathryn Moran"
"30225","Luis Castillo"
"30226","Christopher Moore"
"30227","Edward Stevens"
"30228","Hannah Mitchell"
"30229","Tiffany Leonard"
"30230","Steven May"
"30231","Sarah Dyer"
"30232","Carolyn Arnold"
"30233","Joseph Buckley"
"30234","Jessica Evans"
"30235","Mercedes Richards"
"30236","Mark Savage"
"30237","Melissa Pearson"
"30238","Donna Parker"
"30239","Sherri Campos"
"30240","Andrew Romero"
"30241","Dennis Herrera"
"30242","Kyle Velazquez"
"30243","John Bray"
"30244","Kenneth Brock"
"30245","Leslie Freeman"
"30246","Randall Williams"
"30247","Timothy Myers"
"30248","Erika Bowen"
"30249","Kelly Jackson"
"30250","Matthew Barajas"
"30251","Jonathan Walker"
"30252","Sally Alvarado DDS"
"30253","Emily Alvarez"
"30254","Timothy Jones"
"30255","Debra Gillespie"
"30256","Melissa Hughes"
"30257","Bryan Skinner"
"30258","Michelle Mahoney"
"30259","Marissa Santana"
"30260","Gene Rose"
"30261","Christopher Clayton"
"30262","Scott Harrington"
"30263","Heather Flores"
"30264","Clifford Werner"
"30265","Krista Perez"
"30266","Amy Stewart"
"30267","Corey Davis"
"30268","Jacob Friedman"
"30269","Luke Davenport"
"30270","Anne Miller"
"30271","Kim Gray"
"30272","Cassandra Ray"
"30273","Brian Giles"
"30274","Patricia Taylor"
"30275","Kelsey Farrell"
"30276","Adam Miller"
"30277","Megan Massey"
"30278","Kevin Friedman"
"30279","Anna Chavez"
"30280","Jamie Franklin"
"30281","Joshua Hodges"
"30282","Kelsey Baker"
"30283","Tyler Lee"
"30284","Kevin Watts"
"30285","Melissa King"
"30286","Travis Glass"
"30287","James Moore"
"30288","Randy Booth"
"30289","David Shelton"
"30290","Brian Herrera"
"30291","Gabriela Rios"
"30292","Sarah Anderson"
"30293","Frank Thompson"
"30294","Bryan Rice"
"30295","Amy Miller"
"30296","Tyler Fritz"
"30297","Scott Harrell"
"30298","Pamela Bryant"
"30299","Dr. Sandra Becker MD"
"30300","Catherine Nicholson"
"30301","Jamie Escobar"
"30302","Melinda Morse"
"30303","Lisa Schroeder DVM"
"30304","Wesley Patterson"
"30305","Tina Smith"
"30306","Derek Edwards"
"30307","Stephanie Scott"
"30308","Vanessa Cain"
"30309","Doris Moore"
"30310","Sherry Sexton"
"30311","Donald Herrera"
"30312","Jessica Gilbert"
"30313","Shawn Dominguez"
"30314","Paul Potter"
"30315","Ann Brennan"
"30316","Brian Rose"
"30317","Olivia Marquez"
"30318","Tyler Jacobs"
"30319","Cynthia Jones"
"30320","Alexis Valdez"
"30321","Derek Trevino"
"30322","Carol Jackson"
"30323","Kevin Walker"
"30324","Candice Kemp"
"30325","Matthew Kaiser"
"30326","Johnny Benton"
"30327","Ryan Williams"
"30328","Melinda Mccall"
"30329","Gary Little DDS"
"30330","Angel Allen"
"30331","Joshua Thompson"
"30332","Christopher Henderson"
"30333","Bobby Bowman"
"30334","Stephen May"
"30335","Mrs. Melissa Gomez"
"30336","Daniel Murphy"
"30337","Dana Morrison"
"30338","Scott Chavez"
"30339","Danielle Barker DDS"
"30340","Melissa Moore"
"30341","Richard Smith"
"30342","Jeffrey Gutierrez"
"30343","Gloria Johnson"
"30344","Brandon Wagner"
"30345","Ashley Clark"
"30346","Cole Webb"
"30347","David Chandler"
"30348","Priscilla Norris"
"30349","Ellen Alvarez"
"30350","Maria Davis"
"30351","David Smith"
"30352","Lauren Reed"
"30353","Karen Morris"
"30354","Anne Hansen"
"30355","Sarah Lamb"
"30356","Alyssa Woods"
"30357","Jesse Mullins"
"30358","Sonia Norman"
"30359","Kevin Brennan"
"30360","Melissa Black"
"30361","Edward Snow"
"30362","James Herring"
"30363","Don Munoz"
"30364","Carol Wood"
"30365","Maria Rubio"
"30366","Olivia Santana"
"30367","Victoria Mendez"
"30368","Ricky Harmon"
"30369","Danielle Ramirez"
"30370","Charles Sanchez"
"30371","David Bullock"
"30372","Heather Rivera"
"30373","Brandon Young"
"30374","Samantha Schwartz"
"30375","Chad Hobbs"
"30376","Alicia Nelson"
"30377","Shannon Perez"
"30378","Kelly Ford"
"30379","Savannah Rose"
"30380","Alex Curtis III"
"30381","Matthew Anderson"
"30382","Corey Stokes"
"30383","Grace White"
"30384","Robin Martinez"
"30385","Diana Roth"
"30386","Mark Shea"
"30387","Lauren Shepard"
"30388","Christina Bennett"
"30389","Leslie Brooks"
"30390","Jeanette Cowan"
"30391","John Schultz"
"30392","Ronald Davis"
"30393","Gwendolyn Davis"
"30394","Glenn Day"
"30395","Christina Russell"
"30396","Michael Smith"
"30397","Clayton Sullivan"
"30398","Raymond Smith"
"30399","John Schmidt"
"30400","Jennifer Diaz"
"30401","Tonya Gonzales"
"30402","Katelyn Carr"
"30403","Craig Bowers"
"30404","Tonya Martin"
"30405","Kathy Mitchell"
"30406","Terri Contreras"
"30407","Michael Ferguson"
"30408","Kimberly Smith"
"30409","Devin Brown"
"30410","Dennis Miller"
"30411","Mr. John Smith"
"30412","Greg Thornton"
"30413","Ian Jones"
"30414","Joseph Morales"
"30415","Shannon Adkins"
"30416","Destiny Singh"
"30417","Jordan Gardner"
"30418","Steven Zhang"
"30419","Joseph Lopez"
"30420","Michelle Lewis"
"30421","Jonathan Shaffer"
"30422","Molly Page"
"30423","Stephanie Turner"
"30424","Rebecca Anderson"
"30425","Matthew Wilson"
"30426","Nancy Edwards"
"30427","Gary Glover"
"30428","Mark Fletcher"
"30429","Emily West"
"30430","Timothy Ball"
"30431","Kyle Thomas"
"30432","Bruce Black"
"30433","Ronnie Cook"
"30434","Jacqueline Hansen"
"30435","Rachel Rios"
"30436","Mark Rogers"
"30437","Amy Morgan"
"30438","Teresa Osborn"
"30439","Michael Vazquez"
"30440","Yvonne Reed"
"30441","Thomas Fuller"
"30442","Kimberly Finley"
"30443","Thomas Wang"
"30444","Tracy Tran"
"30445","Luis Morgan"
"30446","Ann Trujillo"
"30447","Dana Le"
"30448","Adam Miller"
"30449","Meghan Herman"
"30450","Anthony Walker"
"30451","Joseph Jones"
"30452","Lauren Guerrero"
"30453","Lisa Jones"
"30454","Mathew Rogers"
"30455","Dorothy Moore"
"30456","Melissa Marquez"
"30457","Katherine Lucas"
"30458","Sarah Gilmore"
"30459","Mr. Robert Mitchell III"
"30460","Gabriel Howard"
"30461","Donna Everett"
"30462","Michael Dickerson"
"30463","Belinda Hill"
"30464","Barbara Humphrey"
"30465","Whitney Hawkins"
"30466","Dawn Jackson"
"30467","Mary Jones"
"30468","Kristen Butler"
"30469","Rachel Higgins"
"30470","Stacy Wilson"
"30471","Michael Wilson"
"30472","Jesse Soto"
"30473","Nathaniel Smith"
"30474","Brian Jacobs"
"30475","Sarah Vang"
"30476","Christina Bell"
"30477","Vincent Moore"
"30478","Lisa Johnson"
"30479","Stephen Salazar"
"30480","Mary Phelps"
"30481","Nancy Graham"
"30482","Todd Jackson"
"30483","Lauren Reid"
"30484","Anthony Thompson"
"30485","Carlos Brown"
"30486","Crystal Perez"
"30487","Anthony Savage"
"30488","Katherine Obrien"
"30489","Charles Snyder"
"30490","Regina Clark"
"30491","Richard Kennedy"
"30492","Bryan Myers"
"30493","Anthony Rodriguez"
"30494","Antonio Wade"
"30495","Erica Friedman"
"30496","Melinda Patel"
"30497","Lynn Olson"
"30498","Andrea Matthews"
"30499","David Callahan"
"30500","Samuel Rich"
"30501","Vicki Davis"
"30502","John Shaffer"
"30503","Tom Rosales"
"30504","Julie Medina"
"30505","Becky Cooper"
"30506","Adam Baker"
"30507","Paul Contreras"
"30508","Stephanie Smith"
"30509","David Ortega"
"30510","Kristen Peterson"
"30511","Beverly Hines"
"30512","Mark Watts"
"30513","Casey Patterson"
"30514","Christine Harris"
"30515","Patricia Perez"
"30516","Brenda Rogers"
"30517","Paul Solis"
"30518","Anthony Hawkins"
"30519","Francis Davis"
"30520","Karen Vargas"
"30521","Sierra Larson"
"30522","Melissa Todd"
"30523","Joseph Alvarado"
"30524","Kara Johnson"
"30525","Madison Carpenter"
"30526","Amanda Smith"
"30527","Troy Leonard"
"30528","Bryan Johnson"
"30529","Tammy Weiss"
"30530","Mason Turner"
"30531","David Gray"
"30532","Robert Hill"
"30533","James Velez"
"30534","Terri Davies"
"30535","Meghan Walton"
"30536","Tammy Peterson"
"30537","Harry Hall"
"30538","Susan Aguilar"
"30539","Sylvia Taylor"
"30540","Craig Thomas"
"30541","Melanie Fox"
"30542","Andrea Norris"
"30543","Jay Harrison"
"30544","Jackson Sanders"
"30545","Jeremy Brandt"
"30546","Cindy Romero"
"30547","Christine Wright"
"30548","Mrs. Vicki Howard"
"30549","Jeffrey Bell"
"30550","Justin Sims"
"30551","Brandi Foster"
"30552","Mark Martinez"
"30553","Danny Benjamin DDS"
"30554","Victor Williams Jr."
"30555","Makayla Mcdonald"
"30556","Jacob Mcdowell"
"30557","John Kline"
"30558","Kaylee Russell"
"30559","Randall Cohen"
"30560","Aaron Hunter"
"30561","Brian Dougherty"
"30562","Andrew Frederick"
"30563","Sarah Christensen"
"30564","Jennifer Green"
"30565","Anna Jimenez"
"30566","Amber Swanson"
"30567","Ricky Gonzalez"
"30568","Kathleen Roberts DDS"
"30569","Jim Li"
"30570","Theresa Foley"
"30571","Todd Villegas"
"30572","Cassandra Hubbard"
"30573","Dr. Kelsey Smith"
"30574","Sara Kim"
"30575","Kathy Norris"
"30576","Jose Anderson"
"30577","Kelly Ford"
"30578","Karen Graham"
"30579","Brent Pearson"
"30580","Stephanie Weeks"
"30581","Paul King"
"30582","Charles Campbell"
"30583","Luis Ortiz"
"30584","Megan Garcia"
"30585","Rebekah Bird"
"30586","Edward Wheeler"
"30587","Melissa Gonzalez"
"30588","Jean Wilson"
"30589","Judy Hoffman DVM"
"30590","Matthew Ramirez"
"30591","Gina White"
"30592","Pamela Smith"
"30593","Erica Phillips"
"30594","Ann Romero"
"30595","Daisy Burns"
"30596","Nicholas Carlson"
"30597","Teresa Johnson"
"30598","Elizabeth Eaton"
"30599","Amy Ward"
"30600","Gail Wilson"
"30601","Karen Clark"
"30602","Hannah Brooks"
"30603","Tina Diaz"
"30604","Pamela Dougherty DDS"
"30605","Virginia Wilkinson"
"30606","Patricia Hicks"
"30607","Chad Jones"
"30608","Danielle Neal"
"30609","Carolyn Garcia"
"30610","Chelsea Johnson"
"30611","Brandon Stevens"
"30612","Sean Brown"
"30613","Thomas Nixon"
"30614","Jamie Davis DDS"
"30615","Nicholas Mcgee"
"30616","Tara Young"
"30617","Amanda Pratt"
"30618","Bobby Medina"
"30619","Robert Smith"
"30620","Kimberly Stevenson"
"30621","Jeffrey Arroyo"
"30622","Amanda Potter"
"30623","Amanda Brooks"
"30624","Dr. April Delgado"
"30625","Michelle Rasmussen"
"30626","Christopher Davis"
"30627","Timothy White"
"30628","Rebecca Ryan"
"30629","Jacqueline Patel DDS"
"30630","Jamie Smith"
"30631","Mary Rasmussen"
"30632","Joshua Lewis"
"30633","Nathan Jimenez"
"30634","Jennifer Thompson"
"30635","Ashley Johnson"
"30636","Linda Duncan"
"30637","Scott Nguyen"
"30638","Matthew Jensen"
"30639","Mr. Aaron Brown Jr."
"30640","Rebecca Brown"
"30641","Karen Martinez"
"30642","David Stanley"
"30643","Jeremy Benitez"
"30644","Ronald Reyes"
"30645","Scott Diaz"
"30646","Luke Goodman"
"30647","Rhonda Wright"
"30648","Carlos Kline"
"30649","Jeffrey Young"
"30650","Joseph Wilcox"
"30651","Tammie Meyer"
"30652","Rebecca Hartman"
"30653","Joy Howell"
"30654","Michelle Price"
"30655","Philip Lara"
"30656","Molly Young"
"30657","Dr. Kevin Mccoy PhD"
"30658","Emma Brown"
"30659","Annette Walters"
"30660","Keith Vasquez"
"30661","Robert Norman"
"30662","Jeffrey Leonard"
"30663","Dustin Graves"
"30664","Abigail Jones"
"30665","Curtis Douglas"
"30666","Thomas Gomez"
"30667","Jamie Burke"
"30668","David Johnson"
"30669","Don Marsh"
"30670","Eric Cline"
"30671","John Keller"
"30672","Brian Brown"
"30673","Juan Brock"
"30674","Kevin Ferguson"
"30675","Sarah Schmidt"
"30676","Randall Wagner"
"30677","Crystal Sanchez"
"30678","Ashley Jenkins"
"30679","Christopher Wilson"
"30680","Daniel Abbott"
"30681","Christopher Brown"
"30682","Terry Williams"
"30683","Lisa Olson"
"30684","Laura Velazquez"
"30685","Briana Robinson"
"30686","Charles May"
"30687","Chelsea Gallagher"
"30688","Alexis Walker"
"30689","Samantha Conway"
"30690","Tasha Roberts"
"30691","Bryan Anderson"
"30692","Maria Price"
"30693","Julia Valdez"
"30694","Kristen Jones"
"30695","Sarah Miller"
"30696","Jacob Garrett"
"30697","Mary Clayton"
"30698","Christopher Matthews"
"30699","Jason Morales"
"30700","Annette Watts"
"30701","Lori Watts"
"30702","Stephanie Smith"
"30703","Lindsey Gonzales"
"30704","Richard Skinner"
"30705","Thomas Barrett"
"30706","Lisa Irwin"
"30707","Chase Gonzalez"
"30708","Albert Wilson"
"30709","Jennifer Craig"
"30710","Kristin Ochoa"
"30711","Alex Banks"
"30712","Scott Marquez"
"30713","Laurie Mayo"
"30714","Jennifer Hansen"
"30715","Roberta Sutton"
"30716","Sheryl Pruitt"
"30717","Jennifer Johnson"
"30718","Brandon Robinson"
"30719","Jennifer Willis"
"30720","Julie Howard"
"30721","Alan Bradley"
"30722","John Brooks"
"30723","Susan Hall"
"30724","Shawn Hobbs"
"30725","Kristen Johnson"
"30726","Tanya Black"
"30727","William Weiss"
"30728","Karen Proctor"
"30729","Teresa Rivera"
"30730","Kristie Lee"
"30731","Julie Fischer"
"30732","Rodney Chang"
"30733","Philip Garrett"
"30734","John Simpson"
"30735","Amy Bailey"
"30736","Raymond Black"
"30737","Sarah Nelson"
"30738","Dave King"
"30739","Joanna Young"
"30740","Maria White"
"30741","Jason Campbell"
"30742","Jeffery Navarro"
"30743","Cheryl Webb"
"30744","Christopher Richardson"
"30745","Carrie Harrison"
"30746","Joshua Johnson"
"30747","Connie Wiley"
"30748","Michael Roth"
"30749","Michael Lee"
"30750","Scott Moore"
"30751","Ryan Mason"
"30752","Jean Nichols"
"30753","Julia Garcia"
"30754","Mark Hernandez"
"30755","Dr. Ricky Kelly"
"30756","Holly Bailey"
"30757","Victor Carroll"
"30758","Christopher Meyers"
"30759","Heather Wood"
"30760","Jessica Allison"
"30761","Linda Schneider"
"30762","Tammy Gilmore"
"30763","Bradley Jacobs"
"30764","Katherine Rodriguez"
"30765","Olivia Cooper"
"30766","Rebecca Pineda"
"30767","Cameron Clark"
"30768","Jennifer Charles"
"30769","Herbert Morales"
"30770","Carol Chapman"
"30771","Jessica Mahoney"
"30772","Edward Zuniga"
"30773","David Butler"
"30774","Kristina Anderson"
"30775","Aaron Brown"
"30776","Caleb Davis"
"30777","Johnathan Wright"
"30778","Nathan Jones"
"30779","Chad Williams"
"30780","Richard Lee"
"30781","Robert Harrison"
"30782","Jared Ferguson"
"30783","Beth Cook"
"30784","Judy Santiago"
"30785","Kristin Hartman"
"30786","Drew Brock"
"30787","Jaime Duran"
"30788","Micheal Pace"
"30789","Tammy Smith"
"30790","Joanne Estrada"
"30791","Brandon Nelson"
"30792","Bryan Smith"
"30793","Sandra Oneal"
"30794","Meredith Sullivan"
"30795","Debra Ramirez"
"30796","Samantha Taylor"
"30797","Alexandra Ross"
"30798","Danielle King"
"30799","John Mccarty"
"30800","Krista Owens"
"30801","Nancy Evans"
"30802","Brian Myers"
"30803","Norma Cole"
"30804","Phillip Anderson"
"30805","Heather Cooper"
"30806","Mary Williams"
"30807","Ricky Rowland"
"30808","Christina Carroll"
"30809","Eric Martinez"
"30810","Alan Fuller"
"30811","Diane Goodwin"
"30812","Deborah Arnold"
"30813","Caroline Bush"
"30814","Samantha Callahan"
"30815","Amber Hunter"
"30816","Robin Martin"
"30817","Amanda Sanchez"
"30818","Elijah Guzman"
"30819","Kim Smith"
"30820","Sandra Hudson"
"30821","Michelle Ferguson"
"30822","Nancy Floyd"
"30823","Justin Anderson"
"30824","Richard Nelson"
"30825","Catherine Keller"
"30826","Darlene Nelson"
"30827","Mckenzie Norman"
"30828","Kurt Hamilton"
"30829","Charles Smith"
"30830","Ralph Phillips"
"30831","Sean Ortiz"
"30832","Lauren Lewis"
"30833","James Santos"
"30834","David Gutierrez"
"30835","Stephen Gould"
"30836","Brandon Moore"
"30837","Kimberly Orozco"
"30838","David Wilson"
"30839","Travis Wilson DDS"
"30840","Robert Oconnell"
"30841","Jennifer Farrell"
"30842","Leroy Cunningham MD"
"30843","Peggy Beasley"
"30844","Todd Morris"
"30845","Tim Bates"
"30846","William Simmons"
"30847","Cody Burns"
"30848","Dana Gonzalez"
"30849","Wendy Gardner"
"30850","Jerry Nelson"
"30851","Mr. Frederick Thompson"
"30852","Julie Higgins"
"30853","Kimberly Higgins"
"30854","Emily French"
"30855","Michael Salinas"
"30856","Shawn Baker"
"30857","Kenneth Garcia"
"30858","Ronald Sanchez"
"30859","Jasmine Adams"
"30860","Kristin Best"
"30861","Teresa Francis"
"30862","Johnny Anthony"
"30863","Steven Reed"
"30864","Elizabeth Smith"
"30865","James Bowers"
"30866","Christine Warner DVM"
"30867","Mallory Nelson"
"30868","Taylor Gonzalez"
"30869","Travis Lowe"
"30870","Rhonda Meadows"
"30871","Mary Cobb"
"30872","Michael Glass"
"30873","Dr. David Wright IV"
"30874","Wendy Rivera"
"30875","Donna Palmer"
"30876","David Lowery"
"30877","Gregory Ortiz"
"30878","Amanda Robinson"
"30879","Breanna Hall"
"30880","Suzanne Rivera"
"30881","Veronica Brown"
"30882","Suzanne Hammond"
"30883","Thomas Gay"
"30884","Lawrence May"
"30885","Cassandra Bates"
"30886","Danny Graves"
"30887","Katie Hughes"
"30888","Stacy Nelson"
"30889","Leah Mathews"
"30890","Virginia Lee"
"30891","Krista Mills"
"30892","Cynthia Gallagher"
"30893","Cynthia Gonzalez"
"30894","April Warren"
"30895","Kerry Villegas"
"30896","April Hall"
"30897","Kristina Gomez"
"30898","Steven Hubbard"
"30899","Kayla Ramos"
"30900","Erin Young"
"30901","Stacy Boone"
"30902","Colleen Ward"
"30903","Ryan Bautista"
"30904","Katie Pittman"
"30905","Jennifer Perez"
"30906","Joe Pham"
"30907","Lauren Tate"
"30908","Heather Foley"
"30909","Anna Perez"
"30910","Holly Baker"
"30911","Michael English"
"30912","Amanda Nelson"
"30913","Laurie Jones"
"30914","Matthew Smith"
"30915","Wendy Johnson"
"30916","Paul Butler"
"30917","Angie Reeves"
"30918","David Thornton"
"30919","Andre Rogers"
"30920","Jason Sharp"
"30921","Alexandra Kaufman"
"30922","Eric Hernandez"
"30923","Kristen Todd"
"30924","Cory Mcdowell"
"30925","Rebecca Huff MD"
"30926","Megan Adams"
"30927","Shelby Evans"
"30928","James Ross"
"30929","Sheila David"
"30930","Richard Wagner"
"30931","Amy Herman"
"30932","James Miller"
"30933","Alison Hernandez"
"30934","Mrs. Samantha Lee"
"30935","Cassandra Harvey"
"30936","Elizabeth Richards"
"30937","Sandra Wyatt"
"30938","James Lara"
"30939","Joshua Gilmore"
"30940","Jennifer Edwards"
"30941","Robin Robinson"
"30942","Holly Washington"
"30943","Samuel Hoffman MD"
"30944","Jill Thompson"
"30945","Jeffrey Harris"
"30946","Jeffrey Daniels"
"30947","Brenda Rodriguez"
"30948","Jeffrey Riggs"
"30949","Marco Petty"
"30950","Michael Vargas"
"30951","Courtney Chapman"
"30952","Misty Carey"
"30953","Sarah Ho"
"30954","Katie Davis"
"30955","Danielle Brady"
"30956","Brian Boyer"
"30957","Bruce Harrison"
"30958","Andrew Moore"
"30959","Elizabeth Nguyen"
"30960","Mary May"
"30961","Morgan Garcia"
"30962","Kathy Harper"
"30963","Richard Davidson"
"30964","Alicia Russo"
"30965","Troy York"
"30966","Joanna Gonzales"
"30967","Michael Fuller"
"30968","James Woods"
"30969","Sarah Adams"
"30970","Christine Bowers"
"30971","Sarah Thomas"
"30972","Noah Rodriguez"
"30973","Isabella Thomas"
"30974","Dr. Lisa Wood"
"30975","Hannah Morrison"
"30976","Christopher Fisher"
"30977","Peter Johnson"
"30978","Jennifer Sharp"
"30979","Kimberly Cooper"
"30980","Sara Fowler"
"30981","Jessica Mcbride"
"30982","Valerie Carr"
"30983","Thomas Conway"
"30984","Daniel Jennings"
"30985","Jerry Nguyen"
"30986","Jason Swanson"
"30987","Dustin Mann DDS"
"30988","Stephen Hernandez"
"30989","Cynthia Robbins"
"30990","Cory Alexander"
"30991","Sandra Larsen"
"30992","John Mcgee"
"30993","Mark Zamora"
"30994","David Romero"
"30995","Brandy Green"
"30996","Tommy Carroll"
"30997","Carol David"
"30998","Anthony Rodriguez"
"30999","Scott Ramirez"
"31000","April Mcdaniel"
"31001","Justin Shelton"
"31002","Daniel Snyder"
"31003","Melissa Anderson"
"31004","Rebecca Ramos"
"31005","Hayden Conley"
"31006","Jennifer Johnson"
"31007","Victoria Marshall"
"31008","Leon Gates"
"31009","Jasmine Wells"
"31010","Peter Newton MD"
"31011","Renee Scott DDS"
"31012","Norman Henderson"
"31013","Matthew Andrade"
"31014","Stephen Moore"
"31015","Edward Grant"
"31016","Christopher Bullock II"
"31017","Rebecca Davis"
"31018","Jerome Travis"
"31019","David Crawford DDS"
"31020","Derek Collier"
"31021","Tamara Mullins"
"31022","Yvonne Perez"
"31023","Mark Williams"
"31024","Robert Brown"
"31025","Samantha Melton"
"31026","Madison Flores"
"31027","Thomas Baker"
"31028","Brandon Bird"
"31029","Chelsea Price"
"31030","Jesus Young"
